mileage,vehicle_age_years,condition_rating,capacity,fuel_efficiency_num,distance,required_capacity,capacity_utilization,last_maintenance_days,engine_type,tire_condition,avg_fuel_consumption_per_100km,gps_tracker_installed,ac_working,load_type,breakdown_count_last_year,score
77993,2,9,500,2,283,327,0.654,128,diesel,3,12.7,1,1,standard,0,72.91
19845,0,9,800,1,169,483,0.604,20,petrol,5,8.1,0,1,standard,2,80.68
227381,8,9,1000,2,389,676,0.676,72,diesel,2,11.9,1,0,bulk,0,58.77
172753,7,5,500,1,220,288,0.576,36,electric,2,11.4,1,0,bulk,1,62.84
27664,0,8,1000,3,135,570,0.57,27,electric,5,16.1,1,1,standard,0,76.75
151779,4,7,500,2,145,396,0.792,7,diesel,4,11.4,0,1,bulk,1,73.57
44527,2,10,300,3,144,277,0.923,107,diesel,5,18.2,1,1,bulk,1,76.62
81898,1,6,500,3,410,469,0.938,53,electric,3,19,0,1,standard,0,59.75
227313,8,8,1000,3,27,945,0.945,35,diesel,3,17,1,1,standard,0,59.43
161696,4,7,1500,2,316,1296,0.864,84,diesel,3,16.9,1,0,bulk,3,67.43
159046,7,9,500,2,470,206,0.412,10,diesel,2,13.2,1,1,hazardous,0,58.64
209926,10,6,800,1,144,347,0.434,34,diesel,2,9.6,1,1,standard,1,50.63
192443,7,10,1500,3,84,1096,0.731,28,diesel,3,18.6,0,1,bulk,0,75.79
73918,3,7,300,3,196,132,0.44,67,diesel,3,13.8,1,1,refrigerated,0,58.92
149040,7,7,300,2,494,189,0.63,115,electric,3,14.1,0,0,standard,2,55.29
146045,4,8,800,1,331,674,0.842,5,diesel,3,11.5,1,1,standard,1,82.16
2686,0,10,300,1,173,250,0.833,30,electric,5,9.2,0,1,standard,0,92.67
107077,4,8,300,2,184,254,0.847,239,diesel,3,12.7,1,1,standard,0,74.67
220994,9,4,500,1,277,249,0.498,1,petrol,3,12.1,0,0,bulk,2,42.52
260794,11,6,1500,1,212,1202,0.801,65,petrol,2,11.5,1,1,standard,0,62.77
93074,3,9,500,1,478,438,0.876,14,diesel,4,9.6,0,1,bulk,0,83.23
224994,9,6,500,2,64,411,0.822,18,electric,2,14.8,1,0,fragile,1,66.6
204061,8,8,800,1,449,651,0.814,196,electric,2,8.3,1,1,bulk,0,72.47
117895,3,10,300,1,325,211,0.703,22,diesel,4,6,1,1,standard,0,88.75
113065,4,6,500,2,26,348,0.696,163,petrol,3,14.2,1,0,standard,0,58.84
168917,5,7,500,2,220,445,0.89,39,petrol,4,12.4,0,1,bulk,0,67.76
241039,7,6,1000,2,288,921,0.921,13,electric,2,12.2,0,0,standard,0,48.57
231778,9,5,500,1,361,216,0.432,28,diesel,2,9.6,1,1,bulk,0,53.65
273757,11,4,800,1,407,482,0.602,47,petrol,2,8.5,0,0,bulk,1,46.65
126255,5,7,1000,3,147,411,0.411,43,diesel,3,15.6,1,0,bulk,0,53.58
23294,0,10,1500,3,322,678,0.452,339,diesel,4,16.4,1,1,standard,1,73.09
12314,1,10,300,3,116,149,0.497,14,diesel,4,18,1,1,standard,0,64.37
218341,9,8,300,2,470,137,0.457,28,diesel,2,10.8,0,1,refrigerated,1,42.87
115196,4,8,300,1,359,161,0.537,79,diesel,4,8.3,0,1,standard,0,73.3
257164,10,4,1000,1,77,502,0.502,33,electric,2,10,1,1,standard,0,51.18
994,0,10,1000,2,264,841,0.841,24,diesel,4,10.9,1,0,standard,0,93.39
226535,9,5,1000,1,330,773,0.773,140,electric,2,8.5,0,0,standard,1,55.06
33501,0,9,300,2,442,247,0.823,3,petrol,5,12.4,1,1,standard,1,84.9
253749,11,8,1000,1,86,534,0.534,51,diesel,2,10.1,1,1,hazardous,0,69.51
216881,7,6,500,2,402,300,0.6,27,diesel,2,14,1,0,standard,0,53.19
106208,2,6,300,1,438,199,0.663,51,diesel,4,12.7,1,0,standard,0,71.2
230491,9,6,800,3,352,708,0.885,51,petrol,3,20.9,1,1,hazardous,0,58.93
205516,8,6,300,2,427,135,0.45,14,diesel,2,14,1,0,fragile,0,42.77
137937,4,8,800,2,81,373,0.466,5,diesel,4,10.6,1,1,bulk,1,59.05
58101,1,10,500,3,185,235,0.47,104,petrol,3,18.9,1,1,standard,1,62.48
270302,10,6,500,1,287,298,0.596,20,petrol,2,8.5,1,1,bulk,0,59.17
258461,12,5,800,3,487,700,0.875,71,electric,1,18.6,1,1,hazardous,2,49.94
240808,9,6,500,2,469,454,0.908,11,petrol,3,15.5,1,0,standard,2,51.32
166657,7,6,800,3,428,693,0.866,72,diesel,3,21.5,1,1,bulk,1,65.13
264523,11,6,300,3,96,138,0.46,3,electric,2,19.7,1,0,standard,1,36.61
164459,6,6,300,1,100,163,0.543,28,petrol,2,10.9,1,1,standard,0,65.37
151340,6,7,800,2,108,461,0.576,44,petrol,3,11.6,1,1,fragile,0,67.47
195342,7,6,1000,1,103,896,0.896,80,petrol,3,11.1,1,1,bulk,2,65.09
51873,1,10,800,2,300,682,0.852,29,diesel,5,18.4,1,1,standard,0,90.15
42643,1,8,800,3,421,708,0.885,1,petrol,4,19.2,0,0,standard,1,78.71
30118,1,10,800,3,151,647,0.809,56,diesel,5,19.1,1,1,hazardous,0,83.51
259276,9,4,500,1,65,239,0.478,95,diesel,2,8.4,1,1,refrigerated,2,42.09
79155,4,6,500,1,60,308,0.616,134,diesel,3,9.3,1,1,bulk,3,67.27
140946,7,8,300,1,256,234,0.78,124,petrol,2,9.6,1,1,fragile,0,80.02
81581,1,7,800,2,198,754,0.942,23,diesel,4,14.9,0,1,fragile,0,63.92
191659,7,7,1000,3,274,518,0.518,26,petrol,3,17.7,1,1,standard,0,58.45
275003,10,5,800,1,81,779,0.974,44,electric,2,7.1,1,1,standard,0,61.14
252588,11,7,1500,1,248,795,0.53,21,diesel,2,8.4,0,1,refrigerated,1,54.62
185693,5,8,800,1,373,521,0.651,11,diesel,2,11.9,1,1,bulk,0,66.34
202585,10,6,500,1,482,357,0.714,40,petrol,3,10.8,0,1,standard,1,68.97
191655,6,7,300,3,319,163,0.543,66,petrol,3,18.7,1,1,standard,1,57.09
65867,0,10,1000,2,141,928,0.928,13,diesel,4,12.5,1,1,fragile,0,85.62
152371,5,7,1500,3,235,1053,0.702,7,petrol,3,17.9,0,1,hazardous,0,65.63
70888,3,8,800,1,479,358,0.448,148,diesel,4,6.8,0,1,fragile,1,63.21
40994,1,10,500,2,241,400,0.8,16,diesel,4,11,1,1,standard,1,89.42
120880,3,9,800,1,93,503,0.629,27,diesel,3,8.1,1,1,fragile,1,76.11
103012,4,6,800,2,239,457,0.571,7,petrol,4,14.2,0,0,bulk,1,61.57
254621,9,6,500,3,495,291,0.582,8,diesel,3,17.3,1,0,standard,0,45.09
3141,0,10,500,1,257,263,0.526,22,electric,5,7.3,0,0,bulk,0,85.18
255971,11,3,500,2,209,273,0.546,144,petrol,1,13.4,1,1,bulk,1,47.76
90118,2,10,500,2,357,284,0.568,1,diesel,4,13,1,1,fragile,1,80.42
272428,10,8,300,1,264,198,0.66,1,petrol,1,11.4,1,1,bulk,0,58.08
26323,1,6,500,3,88,227,0.454,24,electric,4,19.8,0,1,refrigerated,2,51.52
85641,2,7,800,2,129,345,0.431,8,diesel,3,11.3,1,1,bulk,1,60.83
97451,0,10,800,3,404,347,0.434,173,diesel,3,16,1,1,standard,0,59.9
65831,2,5,1500,2,324,688,0.459,22,diesel,4,13,1,0,refrigerated,1,53.09
244330,10,6,800,3,316,726,0.908,64,petrol,2,15.4,1,1,bulk,2,51.1
23027,0,7,300,2,463,160,0.533,8,diesel,5,13.8,1,1,refrigerated,1,73.17
24425,0,7,500,2,131,380,0.76,80,diesel,5,11.4,1,1,bulk,1,82.87
175149,7,7,1000,2,145,692,0.692,7,diesel,3,15.2,0,1,standard,0,59.14
4331,0,10,800,2,107,646,0.808,67,diesel,5,12.3,1,1,bulk,0,90.45
246350,8,3,800,3,115,734,0.918,45,diesel,2,16.3,1,1,hazardous,1,40.3
93316,3,10,500,2,191,249,0.498,53,petrol,4,14,1,1,refrigerated,0,64.79
186450,8,6,1000,1,109,422,0.422,120,diesel,2,7.6,0,1,bulk,2,47.61
43958,2,8,500,2,219,334,0.668,1,diesel,4,11.5,0,1,bulk,1,70.41
193318,6,6,500,2,141,204,0.408,105,diesel,2,12.9,1,1,refrigerated,1,46.31
193821,8,9,1500,1,147,1202,0.801,107,diesel,3,10.6,0,0,refrigerated,0,75.74
113541,5,7,800,2,481,384,0.48,33,diesel,4,12.4,1,1,fragile,1,52.81
203754,10,9,800,2,452,391,0.489,9,diesel,2,13.9,1,1,bulk,0,59.26
198999,7,6,1000,2,261,554,0.554,21,diesel,3,9.6,1,1,hazardous,0,56.86
195548,6,6,500,2,428,362,0.724,122,electric,3,12,0,1,refrigerated,1,64.95
228769,9,8,500,2,472,352,0.704,25,diesel,2,11.9,1,1,standard,1,68.43
203735,9,6,1000,2,420,944,0.944,14,diesel,3,13.2,0,1,standard,1,55.3
247478,10,3,500,3,458,231,0.462,36,diesel,2,15.8,0,0,bulk,3,22.14
272808,10,6,500,1,212,358,0.716,23,petrol,2,9.2,1,1,hazardous,0,70.55
18256,0,9,500,2,141,366,0.732,76,diesel,5,11.6,0,0,bulk,1,92.87
32961,0,8,300,2,98,196,0.653,39,diesel,5,9.8,1,0,standard,0,80.46
36621,1,10,500,2,146,234,0.468,286,petrol,4,13.5,0,1,bulk,0,68.13
106646,4,8,1000,2,107,553,0.553,59,diesel,5,10.3,1,1,refrigerated,0,69.63
164393,5,7,1000,2,110,422,0.422,30,petrol,3,9.6,0,1,bulk,0,53.1
79971,3,10,500,1,433,215,0.43,129,diesel,4,9.9,1,1,hazardous,1,64.63
38195,1,10,1500,2,186,1236,0.824,134,petrol,3,9.4,1,1,standard,0,89.79
44140,4,10,500,2,243,410,0.82,108,diesel,5,14.6,0,1,bulk,1,87.22
45091,0,8,300,2,425,136,0.453,32,electric,4,14.9,0,1,refrigerated,0,67.75
42390,2,10,500,2,47,425,0.85,1,petrol,5,11.5,1,0,standard,2,83.92
74137,2,10,500,3,473,485,0.97,65,petrol,4,19.3,1,1,hazardous,0,76.16
79322,2,8,1000,2,147,400,0.4,5,diesel,4,11.9,1,0,fragile,0,65.08
118492,3,8,500,1,342,252,0.504,25,diesel,3,9.3,0,1,standard,1,69.62
47813,2,7,500,2,195,305,0.61,20,petrol,5,12,0,1,bulk,0,81.02
183386,6,7,800,2,430,610,0.762,20,diesel,3,11.3,0,1,bulk,0,69.93
91153,4,9,800,2,94,355,0.444,24,diesel,4,13.3,0,1,standard,0,66.6
210078,7,9,500,1,483,310,0.62,19,diesel,2,10.1,0,1,bulk,0,70.83
13958,0,10,800,1,332,463,0.579,179,diesel,4,11.2,1,1,refrigerated,0,85.64
178056,7,5,800,2,68,528,0.66,99,diesel,3,12.4,0,1,standard,0,53.3
83723,2,8,1000,1,129,873,0.873,2,petrol,5,7.5,0,0,fragile,0,83.05
73923,4,8,1000,2,107,652,0.652,38,petrol,4,11.9,1,1,fragile,0,72.14
249094,8,7,500,3,359,258,0.516,40,petrol,2,15.6,1,1,bulk,0,46.68
43289,0,10,1000,1,346,416,0.416,28,diesel,4,10,0,1,standard,1,66.53
113695,5,8,1000,3,53,709,0.709,76,diesel,3,20.1,0,0,fragile,1,68.8
64155,1,9,800,2,261,548,0.685,42,petrol,4,13.8,0,0,standard,0,71.65
138292,4,6,800,1,195,378,0.472,105,diesel,3,10.1,1,1,bulk,1,58.93
39980,0,7,1500,2,33,993,0.662,179,petrol,4,12.1,0,1,fragile,0,64.69
141093,5,6,800,2,317,430,0.538,41,diesel,4,12.2,1,1,standard,0,62.09
8193,2,10,300,1,342,214,0.713,82,diesel,5,9.4,1,1,refrigerated,0,96.22
176975,4,5,800,2,82,732,0.915,200,petrol,2,10.3,0,1,standard,2,50.87
201094,8,4,1000,1,188,410,0.41,34,diesel,3,7.1,1,0,bulk,0,50.32
107535,3,7,500,2,362,296,0.592,28,diesel,4,12.5,1,0,bulk,0,64.5
223227,10,6,800,2,178,782,0.978,143,diesel,1,13.5,0,1,standard,0,54.56
217844,9,6,1000,2,37,679,0.679,46,diesel,2,13.8,1,1,standard,0,56.32
22898,0,10,800,2,298,758,0.948,55,petrol,5,14.1,1,1,refrigerated,0,88.27
63514,0,10,300,1,156,272,0.907,45,petrol,5,8.9,0,1,standard,0,83.27
118449,5,9,1000,1,444,625,0.625,84,petrol,3,8.4,1,1,hazardous,0,76.11
276033,11,6,1000,1,125,749,0.749,1,diesel,2,8.6,1,1,bulk,0,70.24
233698,8,6,500,3,257,452,0.904,26,diesel,2,15.5,0,1,bulk,4,49
29534,1,10,300,1,385,122,0.407,22,petrol,4,7.5,1,0,hazardous,0,79.83
75949,2,6,500,2,323,425,0.85,9,petrol,4,11.8,1,1,fragile,2,76.1
59291,2,10,500,1,206,388,0.776,73,diesel,4,8.1,1,1,hazardous,0,88.95
44216,0,9,300,2,165,121,0.403,34,diesel,4,15.2,1,1,standard,1,62.55
147325,6,6,300,2,409,131,0.437,26,petrol,2,14.1,0,1,bulk,0,57.34
249870,8,4,1500,2,180,743,0.495,79,diesel,2,13.5,0,0,refrigerated,0,37.5
135828,3,7,800,2,324,607,0.759,1,petrol,3,13.7,1,0,standard,0,74.45
93813,3,10,1000,1,33,415,0.415,42,diesel,4,9.2,1,1,hazardous,1,74.76
153035,5,4,500,3,453,324,0.648,79,diesel,3,18.1,1,0,standard,1,47.7
